DateTime,smell_description,zipcode,smell_1,smell_2,smell_3
2019-11-05 01:00:00+00:00,Sulfur or gas,15221,sulfur,gas,
2019-11-05 03:00:00+00:00,Braddock mill,15221,,,
2019-11-05 04:00:00+00:00,Clairton Works,15037,,,
2019-11-05 04:00:00+00:00,Sewage smell,15217,sewage,,
2019-11-05 05:00:00+00:00,"Industrial bitter - burning, very strong ",15218,burning,industrial,
2019-11-05 13:00:00+00:00,Industrial ,15018,industrial,,
2019-11-05 14:00:00+00:00,Clariton Works,15037,,,
2019-11-05 15:00:00+00:00,Rotten eggs in Frick Park during my jog.,15221,egg,,
2019-11-05 16:00:00+00:00,egg ,15037,egg,,
2019-11-05 17:00:00+00:00,Smoke smell,15217,smoke,,
2019-11-05 17:00:00+00:00,Sumohur,15202,,,
2019-11-06 14:00:00+00:00,Some industrial stench has carried in.,15218,industrial,,
2019-11-06 19:00:00+00:00,"Industrial, Sulfur",15132,sulfur,industrial,
2019-11-06 20:00:00+00:00,Sewer,15228,,,
2019-11-06 21:00:00+00:00,I smell stench from this BS SmellApp!,15122,,,
2019-11-06 21:00:00+00:00,Exhaust because traffic jam with BNike lanes taking car lanes,15216,,,
2019-11-06 22:00:00+00:00,Industrial from Lane Construction in Vollier Township. Lots of smoke being released during the mfg. of asphalt. ,15142,smoke,industrial,
2019-11-06 22:00:00+00:00,Plastic smell,15034,,,
2019-11-07 00:00:00+00:00,Dirty foul air-overtones of wood burning despite no evidence it is or has occurred ,15212,,,
2019-11-07 01:00:00+00:00,Sulphurous / rotten eggs,15221,egg,,
2019-11-07 02:00:00+00:00,Rotten  eggs,15218,egg,,
2019-11-07 02:00:00+00:00,Sulpher smell from a mill,15221,,,
2019-11-07 02:00:00+00:00,sulphuric ,15218,,,
2019-11-07 02:00:00+00:00,Evening sulphur,15218,sulfur,,
2019-11-07 03:00:00+00:00,Smells Smokey outside. Looks like surface inversion set up early this evening.  CO2 & VOCs are high.,15218,,,
2019-11-07 03:00:00+00:00,Burning wood and ritten eggs,15217,egg,,
2019-11-07 03:00:00+00:00,Sooty and acrid sulfur smell,15217,acrid,sulfur,
2019-11-07 03:00:00+00:00,"Rotten eggs, industrial, exhaust",15208,egg,industrial,
2019-11-07 03:00:00+00:00, hint of rotten egg. ,15206,egg,,
2019-11-07 04:00:00+00:00,Industrial coke works/foundry smell,15224,coke,industrial,
2019-11-07 04:00:00+00:00,"Burnt tire, acrid, something else indescribable. ",15232,acrid,,
2019-11-07 13:00:00+00:00,Clariton Works ,15037,,,
2019-11-07 17:00:00+00:00,Sulphuric industrial,15202,industrial,,
2019-11-07 20:00:00+00:00,Moth balls,15104,,,
2019-11-08 13:00:00+00:00,Disgusting. Chemical stew.,15120,chemical,,
2019-11-09 08:00:00+00:00,"Industrial sulfur being pulled into basement. Rising PM, CO2 & VOCs indicate plumage.",15218,sulfur,industrial,
2019-11-09 11:00:00+00:00,Industrial and sulfur,15207,sulfur,industrial,
2019-11-09 12:00:00+00:00,"Rotten eggs, sulfur. What a horrid stench. It's like living inside a factory. Disgusting. ",15120,egg,sulfur,
2019-11-09 13:00:00+00:00,Clairton coke ,15232,coke,,
2019-11-09 13:00:00+00:00,"Sulfur, you gussed it right",15207,sulfur,,
2019-11-09 14:00:00+00:00,Industrial sulfur stench at the Waterfront,15120,sulfur,industrial,
2019-11-09 14:00:00+00:00,"Sulfur , acrid, caustic, industrial",15232,industrial,acrid,sulfur
2019-11-09 14:00:00+00:00,Sulfur.. ,15122,sulfur,,
2019-11-09 15:00:00+00:00,Acrid stench ,15217,acrid,,
2019-11-09 16:00:00+00:00,Hydrogen sulfate,15122,,,
2019-11-09 20:00:00+00:00,Smokey,15206,,,
2019-11-10 00:00:00+00:00,Chemical smell,15112,chemical,,
2019-11-10 01:00:00+00:00,Fire pit stink,15216,,,
2019-11-10 02:00:00+00:00,Really bad woodsmoke,15202,woodsmoke,,
2019-11-10 03:00:00+00:00,woodsmoke ,15221,woodsmoke,,
2019-11-10 04:00:00+00:00,Firepits ,15216,,,
2019-11-10 16:00:00+00:00,Rotten stink,15217,,,
2019-11-10 18:00:00+00:00,Sulfur dioxide,15037,sulfur,,
2019-11-10 22:00:00+00:00,Burning leaves,15216,,,
2019-11-10 22:00:00+00:00,"Burning, woodsmoke ",15216,burning,woodsmoke,
2019-11-10 23:00:00+00:00,"Woodsmoke, dirty air, unknown chemical odors",15212,woodsmoke,chemical,
2019-11-11 02:00:00+00:00,Heavy metallic smell,15202,,,
2019-11-11 04:00:00+00:00,Smells like burning rubber and fish ,15025,,,
2019-11-11 05:00:00+00:00,Not fresh. Not normal. Criminal. Enough!! You know what the d*mn odor smells like. Sulphur. As always. ,15232,sulfur,,
2019-11-11 11:00:00+00:00,Fishy/metallic,15228,,,
2019-11-11 12:00:00+00:00,Basement smells of sulfur pulled in overnight.,15218,sulfur,,
2019-11-11 12:00:00+00:00,Woodsmoke,15034,woodsmoke,,
2019-11-11 12:00:00+00:00,Spoiled eggs,15218,egg,,
2019-11-11 12:00:00+00:00,"Chemical, industrial, woodsmoke ",15212,woodsmoke,industrial,chemical
2019-11-11 15:00:00+00:00,It smells like a toilet outside.,15104,,,
2019-11-11 16:00:00+00:00,Acrid industrial sulfur and other.,15145,sulfur,acrid,industrial
2019-11-11 17:00:00+00:00,Choke works,15120,,,
2019-11-11 17:00:00+00:00,Fugitive emissions from CCW,15025,,,
2019-11-11 17:00:00+00:00,Industrial rotten egg,15218,egg,industrial,
2019-11-11 18:00:00+00:00,Absolutely awful.  Same industrial stench as always,15236,industrial,,
2019-11-11 18:00:00+00:00,Burnt snakes,15221,,,
2019-11-11 18:00:00+00:00,Industrial! Burning my nose!,15217,industrial,,
2019-11-11 18:00:00+00:00,Rotten egg sulfur - US Steel Claritin ,15217,egg,sulfur,
2019-11-11 19:00:00+00:00,Burning chemicals. Tar,15221,tar,chemical,
2019-11-11 19:00:00+00:00,Chemical smell,15104,chemical,,
2019-11-11 19:00:00+00:00,Smells like solvent ,15217,,,
2019-11-11 20:00:00+00:00,Burning industrial,15221,industrial,,
2019-11-11 20:00:00+00:00,rotten egg,15045,egg,,
2019-11-11 20:00:00+00:00,"Industrial, sulfur, burning",15218,sulfur,industrial,
2019-11-11 20:00:00+00:00,Industrial stank,15215,industrial,,
2019-11-11 22:00:00+00:00,industrial ,15147,industrial,,
2019-11-13 20:00:00+00:00,Rotten egg-ish,15235,egg,,
2019-11-13 21:00:00+00:00,"Hydrogen sulfate, Clairton Works and Irvin Works",15203,,,
2019-11-13 21:00:00+00:00,Cow manure,15213,,,
2019-11-14 01:00:00+00:00,Helicopter from Allegheny General Hospital ,15212,,,
2019-11-14 11:00:00+00:00,Sulfuric chemical strong,15215,chemical,,
2019-11-14 12:00:00+00:00,Smelled the sulphur all night,15218,sulfur,,
2019-11-14 12:00:00+00:00,Sulphurous/ industrial,15221,industrial,,
2019-11-14 13:00:00+00:00,"woodsmoke, struck match ",15218,woodsmoke,,
2019-11-14 13:00:00+00:00,"Industrial, sewage, offensive",15147,sewage,industrial,
2019-11-14 14:00:00+00:00,Eggs,15104,egg,,
2019-11-14 14:00:00+00:00,"industrial, smokey",15213,industrial,,
2019-11-14 17:00:00+00:00,industrial ,15037,industrial,,
2019-11-14 17:00:00+00:00,Something burning not wood,15025,,,
2019-11-14 17:00:00+00:00,Jetfuel Exhaust from helicopter,15212,,,
2019-11-15 03:00:00+00:00,Smells like clairtn mill ,15132,,,
2019-11-15 05:00:00+00:00,"Hydrogen sulfate, Clairton Works and Irvin Works",15221,,,
2019-11-15 11:00:00+00:00,Industrial sulfur from the mills ,15221,sulfur,industrial,
2019-11-15 12:00:00+00:00,"Sulfur, rotten eggs",15206,egg,sulfur,
2019-11-15 12:00:00+00:00,sulphuric sour air,15218,,,
2019-11-15 12:00:00+00:00,Rotten egges,15206,,,
2019-11-15 13:00:00+00:00,Exhaust and sulphur ,15218,sulfur,,
2019-11-15 13:00:00+00:00,Mixed Industrial,15221,industrial,,
2019-11-15 13:00:00+00:00,Smells like rotting pumpkins and dirty socks ,15108,,,
2019-11-15 13:00:00+00:00,"coke plant, struck match",15218,coke,,
2019-11-15 14:00:00+00:00,"Sulfur, burning rubber, thick",15104,sulfur,,
2019-11-15 14:00:00+00:00,Sulphuric chemical smell,15122,chemical,,
2019-11-15 14:00:00+00:00,Industrial and sour ,15213,industrial,,
2019-11-15 14:00:00+00:00,"Industrial, sulphuric, rotten eggs",15110,egg,industrial,
2019-11-15 15:00:00+00:00,Something burnt. ,15122,,,
2019-11-15 15:00:00+00:00,"Chemical stink, sulfur smell ",15217,sulfur,chemical,
2019-11-15 16:00:00+00:00,Burger King smoke ,15205,smoke,,
2019-11-15 18:00:00+00:00,"Oil smell, smoke smell, fumes...the smells is almost unbearable ",15217,smoke,,
2019-11-15 18:00:00+00:00,Industrial rotten eggs,15110,egg,industrial,
2019-11-15 18:00:00+00:00,Coal smoke and sulfur,15206,smoke,sulfur,coal
2019-11-15 21:00:00+00:00,"industrial exhaust, smog, burning",15224,smog,industrial,
2019-11-16 03:00:00+00:00,"Hydrogen sulfate, Clairton Works and Irvin Works",15122,,,
2019-11-16 06:00:00+00:00,"Hydrogen sulfate, sulfur dioxide, Clairton Works and Irvin Works. ",15122,sulfur,,
2019-11-16 15:00:00+00:00,"Oil smell, sulfur smell",15217,sulfur,,
2019-11-16 19:00:00+00:00,"wood, leaves? brush",15102,,,
2019-11-16 19:00:00+00:00,Stinky *ss Clairton,15216,,,
2019-11-16 20:00:00+00:00,Rubbery oil smell,15025,,,
2019-11-16 23:00:00+00:00,"Suplhur smell, very rotten eggy",15241,,,
2019-11-17 03:00:00+00:00,Coal and diesel type chemical,15234,diesel,coal,chemical
2019-11-17 14:00:00+00:00,"Rotten eggs, garbage, exhaust",15211,egg,,
2019-11-17 15:00:00+00:00,Industrial petroleum petrochemical ,15216,industrial,,
2019-11-17 17:00:00+00:00,"Indisutrial exhaust, sulfur, rotten egg stink",15228,egg,sulfur,
2019-11-17 19:00:00+00:00,Burning chemicals,15228,chemical,,
2019-11-18 09:00:00+00:00,Exhaust smoke,15216,smoke,,
2019-11-18 10:00:00+00:00,Industrial rotten eggs,15228,egg,industrial,
2019-11-18 12:00:00+00:00,Rotting garbage,15207,,,
2019-11-18 12:00:00+00:00,"Industrial, sulfur-smelling stink",15227,sulfur,industrial,
2019-11-18 13:00:00+00:00,It is so powerful today.  Again can smell it INSIDE before stepping foot outside.  It is sulfur-y and industrial.  I wonder where it can be from?  ,15216,industrial,sulfur,
2019-11-18 13:00:00+00:00,"Industrial, foul, #65 vehicle emissions ",15212,industrial,,
2019-11-18 14:00:00+00:00,Industrial exhaust ,15218,industrial,,
2019-11-18 14:00:00+00:00,Putrid Toxic sulfur stench. Worst county air quality in USA!!,15102,sulfur,,
2019-11-18 14:00:00+00:00,"Hydrogen sulfate, sulfur dioxide, Clairton Works and Irvin Works",15120,sulfur,,
2019-11-18 14:00:00+00:00,Sanyo Chemical Resins And Clariton Works,15037,chemical,,
2019-11-18 16:00:00+00:00,Burning industrial,15241,industrial,,
2019-11-18 16:00:00+00:00,Industrial rotten eggs ,15218,egg,industrial,
2019-11-18 17:00:00+00:00,Sulfur smell - US Steel Clairton,15213,sulfur,,
2019-11-18 17:00:00+00:00,Sulfur dioxide ,15221,sulfur,,
2019-11-18 18:00:00+00:00,Mill sulfur,15221,sulfur,,
2019-11-18 18:00:00+00:00,Bad air day in Pittsburgh again,15213,,,
2019-11-18 18:00:00+00:00,Burning wood and sulfur,15236,sulfur,,
2019-11-18 18:00:00+00:00,"Hydrogen sulfate, sulfur dioxide, Clairton Works and Irvin Works",15122,sulfur,,
2019-11-18 18:00:00+00:00,Same as always,15217,,,
2019-11-18 19:00:00+00:00,"Industrial, oil stink",15217,industrial,,
2019-11-18 22:00:00+00:00,Heavy stinky thick air.,15227,,,
2019-11-18 22:00:00+00:00,Disgustingly sweet,15206,,,
2019-11-18 22:00:00+00:00,Very strong sweet smell,15206,,,
2019-11-18 23:00:00+00:00,A little like diesel,15217,diesel,,
2019-11-18 23:00:00+00:00,sulfur dioxide,15217,sulfur,,
2019-11-19 00:00:00+00:00,Burning ,15202,,,
2019-11-19 01:00:00+00:00,todays vile miasma smells like birthday candles,15218,,,
2019-11-19 02:00:00+00:00,Rotten eggd,15110,,,
2019-11-19 02:00:00+00:00,"Horrible, all pervasive stench of rotten eggs.",15104,egg,,
2019-11-19 02:00:00+00:00,Like something is on fire,15218,,,
2019-11-19 02:00:00+00:00,Smells like mercaptan,15146,,,
2019-11-19 04:00:00+00:00,It smells like fuel/gasoline,15202,,,
2019-11-19 05:00:00+00:00,Wood burning,15221,burning,,
2019-11-19 12:00:00+00:00,Smells like turpentine. ,15202,,,
2019-11-19 12:00:00+00:00,industry,15224,,,
2019-11-19 12:00:00+00:00,Chemicals ,15106,chemical,,
2019-11-19 13:00:00+00:00,"Smoke, burning, industry ",15217,smoke,burning,
2019-11-19 13:00:00+00:00,Clairton,15221,,,
2019-11-19 13:00:00+00:00,Clairton ccke works,15034,,,
2019-11-19 13:00:00+00:00,coke plant,15218,coke,,
2019-11-19 14:00:00+00:00,Acrid sulfur steel mill smell.,15217,acrid,sulfur,
2019-11-19 14:00:00+00:00,"Smoke, maybe a house fire? NOT woodsmoke.",15216,smoke,woodsmoke,
2019-11-19 14:00:00+00:00,farts,15221,,,
2019-11-19 14:00:00+00:00,Sulphur mixed with tar,15218,tar,sulfur,
2019-11-19 14:00:00+00:00,"Industrial, machine shop smell",15221,industrial,,
2019-11-19 14:00:00+00:00,Smells like f*c*s ,15217,,,
2019-11-19 14:00:00+00:00,"Petrolium, metallic ",15201,,,
2019-11-19 15:00:00+00:00,Rotten stink. It is horrible. ,15217,,,
2019-11-19 16:00:00+00:00,Industrial and rotten eggs,15221,egg,industrial,
2019-11-19 17:00:00+00:00,"Rotten eggs, exhaust",15203,egg,,
2019-11-19 18:00:00+00:00,"f*c*s, rotten eggs",15213,egg,,
2019-11-19 19:00:00+00:00,The whole East End smells like manure or sewage.,15206,sewage,,
2019-11-19 21:00:00+00:00,Clairton mill,15025,,,
2019-11-19 21:00:00+00:00,resembles exhaust,15207,,,
2019-11-19 22:00:00+00:00,"Sewage, rotton eggs",15217,egg,sewage,
2019-11-20 00:00:00+00:00,"Trash, industrial",15129,trash,industrial,
2019-11-20 00:00:00+00:00,exhaust smell,15147,,,
2019-11-20 01:00:00+00:00,i can smell it from within my house. ,15218,,,
2019-11-20 04:00:00+00:00,Sulfur.  Clairton Coke Works.  ,15237,coke,sulfur,
2019-11-20 06:00:00+00:00,Burnt rubber or plastic,15122,,,
2019-11-20 12:00:00+00:00,Chemical air odor,15217,chemical,,
2019-11-20 13:00:00+00:00,Ammonia ,15104,,,
2019-11-20 13:00:00+00:00,Unknown ,15212,,,
2019-11-20 13:00:00+00:00,Industrial soot,15102,industrial,,
2019-11-20 13:00:00+00:00,Chemical burnt rubber ,15102,chemical,,
2019-11-20 14:00:00+00:00,Sulphuric acrid industrial thick ,15232,acrid,industrial,
2019-11-20 16:00:00+00:00,Hydrogen sulfide and wet blankets,15104,,,
2019-11-20 20:00:00+00:00,Smoke stink,15217,smoke,,
2019-11-21 00:00:00+00:00,Plastic,15206,,,
2019-11-21 00:00:00+00:00,Chemicals,15216,chemical,,
2019-11-21 02:00:00+00:00,Chemical ,15025,chemical,,
2019-11-21 03:00:00+00:00,Plastic ,15213,,,
2019-11-21 04:00:00+00:00,Sulfur,15229,sulfur,,
2019-11-21 04:00:00+00:00,Industrial Smoke,15146,smoke,industrial,
2019-11-21 05:00:00+00:00,Like death ,15122,,,
2019-11-21 06:00:00+00:00,Its really bad now it smells like death rotting body's ,15122,,,
2019-11-21 06:00:00+00:00,Can't describe I've never smelled anything like this before ,15122,,,
2019-11-21 07:00:00+00:00,rotte eggs sulphur,15217,egg,sulfur,
2019-11-21 09:00:00+00:00,Very sulphuric and like chemicals. ,15218,chemical,,
2019-11-21 10:00:00+00:00,Industrial Coke and Sulfur,15116,coke,sulfur,industrial
2019-11-21 11:00:00+00:00,Rotten eggs/metallic,15232,egg,,
2019-11-21 11:00:00+00:00,Eggs,15232,egg,,
2019-11-21 11:00:00+00:00,the sulphur smoke ,15218,smoke,sulfur,
2019-11-21 11:00:00+00:00,Like a sewer. Rotten egg smell,15206,egg,,
2019-11-21 12:00:00+00:00,Sulfur - putrid,15120,sulfur,,
2019-11-21 12:00:00+00:00,Egg,15218,egg,,
2019-11-21 12:00:00+00:00,Industrial and sulfur,15208,sulfur,industrial,
2019-11-21 12:00:00+00:00,Sulfury,15217,,,
2019-11-21 12:00:00+00:00,The usual. Odor is detectable from inside home today without even going outside.,15217,,,
2019-11-21 12:00:00+00:00,Industrial sulfuric smell,15224,industrial,,
2019-11-21 12:00:00+00:00,"Industrial, Smokey ",15206,industrial,,
2019-11-21 12:00:00+00:00,clairton wirks,15037,,,
2019-11-21 12:00:00+00:00,"Rotten eggs, sewage, H2S",15213,egg,sewage,
2019-11-21 12:00:00+00:00,Cant really describe it.. its not so much a f*rt but its definitely a gassy smell,15213,,,
2019-11-21 12:00:00+00:00,"Industrial, sulfur ",15203,sulfur,industrial,
2019-11-21 12:00:00+00:00,Fitzgerald ,15232,,,
2019-11-21 12:00:00+00:00,Same industrial sulphuric stink ,15232,industrial,,
2019-11-21 13:00:00+00:00,Car exhaust with additional metallic edge,15219,,,
2019-11-21 13:00:00+00:00,"Industrial, excrement ",15224,industrial,,
2019-11-21 13:00:00+00:00,Petrochemical ,15212,,,
2019-11-21 13:00:00+00:00,"Industrial, coal",15214,coal,industrial,
2019-11-21 13:00:00+00:00,Factory smoke,15213,smoke,,
2019-11-21 13:00:00+00:00,Industrial!,15236,industrial,,
2019-11-21 13:00:00+00:00,Smokey ,15139,,,
2019-11-21 13:00:00+00:00,"Industrial, a la Pittsburgh",15229,industrial,,
2019-11-21 13:00:00+00:00,"Rotten eggs, industrial",15211,egg,industrial,
2019-11-21 13:00:00+00:00,Smells like gas,15044,gas,,
2019-11-21 13:00:00+00:00,Smells like a sewer. ,15206,,,
2019-11-21 13:00:00+00:00,"Sulphur smell, very strong ",15037,sulfur,,
2019-11-21 14:00:00+00:00,"Industrial, freshly laid blacktop",15207,industrial,,
2019-11-21 14:00:00+00:00,Sulphur and tar,15218,tar,sulfur,
2019-11-21 14:00:00+00:00,Chemicals,15206,chemical,,
2019-11-21 14:00:00+00:00,"Industrial, coal, steel",15224,coal,industrial,
2019-11-21 14:00:00+00:00,Sulfur Clairton Coke Works ,15237,coke,sulfur,
2019-11-21 14:00:00+00:00,Rottwn-eggs,15122,egg,,
2019-11-21 14:00:00+00:00,Pollution from corporations,15122,,,
2019-11-21 14:00:00+00:00,Disgusting,15219,,,
2019-11-21 14:00:00+00:00,"Rotten eggs, industrial ",15206,egg,industrial,
2019-11-21 14:00:00+00:00,Chemically acidic smell,15228,,,
2019-11-21 15:00:00+00:00,Smells in Shadyside too. Coke plant,15232,coke,,
2019-11-21 15:00:00+00:00,"Industrial, rotten eggs, sulfur ",15221,egg,sulfur,industrial
2019-11-21 15:00:00+00:00,"Oil, industrial ",15025,industrial,,
2019-11-21 15:00:00+00:00,"Rotten egg, sewage smell",15238,egg,sewage,
2019-11-21 15:00:00+00:00,Sulfur or wood snoke,15206,sulfur,,
2019-11-21 15:00:00+00:00,Industrial / sulfer,15206,industrial,,
2019-11-21 16:00:00+00:00,"Burning coal, rotten eggs, smokey ",15025,egg,coal,
2019-11-21 16:00:00+00:00,sulfur,15238,sulfur,,
2019-11-21 17:00:00+00:00,Burned snakes,15221,,,
2019-11-21 17:00:00+00:00,"Industrial, Burning metal",15218,industrial,,
2019-11-21 17:00:00+00:00,eggs,15217,egg,,
2019-11-21 17:00:00+00:00,"Coal smoke, Clairton",15218,smoke,coal,
2019-11-21 18:00:00+00:00,"Industrial, burning petroleum",15221,industrial,,
2019-11-21 18:00:00+00:00,"Grease fire, market square",15222,,,
2019-11-21 18:00:00+00:00,Burning plastic,15065,,,
2019-11-21 19:00:00+00:00,Chemically smokey smell,15235,,,
2019-11-21 21:00:00+00:00,"Industrial, chemical, burning rubber",15104,industrial,chemical,
2019-11-21 22:00:00+00:00,"Sulfur, industrial, burning",15218,industrial,sulfur,
2019-11-21 22:00:00+00:00,Industrial smoggy,15206,industrial,,
2019-11-21 22:00:00+00:00,"Sulphur, sour",15217,sulfur,,
2019-11-21 23:00:00+00:00,Horrid sulfur,15221,sulfur,,
2019-11-22 02:00:00+00:00,Rich Fitzgerald after a steamy night w/US Steel execs,15206,,,
2019-11-22 14:00:00+00:00,Paint thinner,15218,,,
2019-11-22 18:00:00+00:00,Solvent from Blind Vision Rehab Services that they are pouring down the drain. ,15219,,,
2019-11-22 22:00:00+00:00,Car exhaust with sewage,15262,sewage,,
2019-11-23 08:00:00+00:00,rotten egg,15218,egg,,
2019-11-23 09:00:00+00:00,"Industrial, burning rubber or plastic, sulfur ",15120,sulfur,industrial,
2019-11-23 11:00:00+00:00,Sulfur (as if you didnt already know),15218,sulfur,,
2019-11-23 11:00:00+00:00,"Even with all the doors and windows closed, I can smell the sulfurous stench this morning inside my house!",15217,,,
2019-11-23 12:00:00+00:00,Industrial. Coke plant.,15228,coke,industrial,
2019-11-23 12:00:00+00:00,sulphuric air from Clairton,15218,,,
2019-11-23 12:00:00+00:00,"Rotten eggs, industrial stench",15211,egg,industrial,
2019-11-23 13:00:00+00:00,Weak political will,15232,,,
2019-11-23 13:00:00+00:00,Rotten eggs smell,15207,egg,,
2019-11-23 13:00:00+00:00,Dry f*rt,15221,,,
2019-11-23 13:00:00+00:00,Rotten eggs noticeable inside the house,15217,egg,,
2019-11-23 14:00:00+00:00,OMG! THE WORST EVER SULFUR ROTTEN EGG SEWAGE ,15102,egg,sewage,sulfur
2019-11-23 14:00:00+00:00,"Rotten eggs, dirty",15218,egg,,
2019-11-23 14:00:00+00:00,Industrial sulfur stink,15227,sulfur,industrial,
2019-11-23 14:00:00+00:00,Sulphur,15234,sulfur,,
2019-11-23 14:00:00+00:00,Industrial stench ,15236,industrial,,
2019-11-23 15:00:00+00:00,Industrial sulphur.,15236,sulfur,industrial,
2019-11-23 16:00:00+00:00,Smells like a sewer!!,15217,,,
2019-11-23 17:00:00+00:00,"Metallic, industrial",15206,industrial,,
2019-11-23 17:00:00+00:00,"Sulfur, rotten eggs",15122,egg,sulfur,
2019-11-24 04:00:00+00:00,Irvin works everything smells like sulphur everything inside and out ,15122,sulfur,,
2019-11-24 05:00:00+00:00,I can't breathe ,15122,,,
2019-11-24 05:00:00+00:00,Sulphur and death the whole mon valley is covered in a deathly smoky smog ,15122,smog,sulfur,
2019-11-24 06:00:00+00:00,Sulphur rotting eggs industrial pollution ,15122,industrial,egg,sulfur
2019-11-24 06:00:00+00:00,Irvin works ,15122,,,
2019-11-24 06:00:00+00:00,Irvin works kills all life ,15122,,,
2019-11-24 13:00:00+00:00,clairton,15037,,,
2019-11-24 20:00:00+00:00,woodsmoke and burning paper,15102,woodsmoke,,
2019-11-25 01:00:00+00:00,Industrial smoky smell,15131,industrial,,
2019-11-25 07:00:00+00:00,Fireworks smell,15206,,,
2019-11-25 16:00:00+00:00,Plastic,15034,,,
2019-11-25 17:00:00+00:00,Smells like something burning,15104,,,
2019-11-25 19:00:00+00:00,Asbestos ,15201,,,
2019-11-26 02:00:00+00:00,"Industrial, sewage",15218,sewage,industrial,
2019-11-26 02:00:00+00:00,"Sulfuric, industrial",15217,industrial,,
2019-11-26 02:00:00+00:00,gross,15110,,,
2019-11-26 03:00:00+00:00,"Hydrogen sulfate, sulfur dioxide, Clairton Works and Irvin Works",15110,sulfur,,
2019-11-26 03:00:00+00:00,"Sewage, burning, industrial, fertilizer n*sty",15065,sewage,industrial,burning
2019-11-26 05:00:00+00:00,Cokeworks,15232,,,
2019-11-26 05:00:00+00:00,Ripe sulfur smell. Coming inside.,15217,sulfur,,
2019-11-26 05:00:00+00:00,Night inversion,15232,,,
2019-11-26 06:00:00+00:00,"Sulfur smell, noticeable even indoors. ",15221,sulfur,,
2019-11-26 07:00:00+00:00,"rotten-eggs (sulfur smell), acrid",15217,egg,acrid,sulfur
2019-11-26 09:00:00+00:00,Sulfur rotten egg,15207,egg,sulfur,
2019-11-26 11:00:00+00:00,Stench,15217,,,
2019-11-26 11:00:00+00:00,Sour ,15218,,,
2019-11-26 11:00:00+00:00,Induatrial,15221,,,
2019-11-26 11:00:00+00:00,"Rotten eggs, and through closed windows!",15201,egg,,
2019-11-26 11:00:00+00:00,Sulfurous. Detectable from inside our home with all windows closed.,15217,,,
2019-11-26 11:00:00+00:00,"Burning, industrial sulfur",15217,sulfur,burning,industrial
2019-11-26 11:00:00+00:00,Sulfur smell ,15218,sulfur,,
2019-11-26 11:00:00+00:00,Industrial rotten egg poison,15217,egg,industrial,
2019-11-26 12:00:00+00:00,Acrid odor,15217,acrid,,
2019-11-26 12:00:00+00:00,Sulfuric coke plant ,15224,coke,,
2019-11-26 12:00:00+00:00,"Gaseous, industrial. ",15206,industrial,,
2019-11-26 12:00:00+00:00,Sulfur and burning coal. Pulled into basement.,15218,coal,sulfur,
2019-11-26 12:00:00+00:00,"Acrid, harsh, awful",15206,acrid,,
2019-11-26 12:00:00+00:00,Sulfur gas stink,15217,sulfur,gas,
2019-11-26 12:00:00+00:00,"Industrial, light sulfur",15232,sulfur,industrial,
2019-11-26 12:00:00+00:00,Disgusting sulfurous odor,15218,,,
2019-11-26 12:00:00+00:00,Vinegar ,15218,,,
2019-11-26 12:00:00+00:00,Horrible sulfur industrial ,15217,industrial,sulfur,
2019-11-26 12:00:00+00:00,Clairton sulfur and soot,15208,sulfur,,
2019-11-26 12:00:00+00:00,Rotten eggs - very bad,15232,egg,,
2019-11-26 12:00:00+00:00,Coke works is b*llsh*t,15208,coke,,
2019-11-26 12:00:00+00:00,Bad hot dogs,15217,,,
2019-11-26 13:00:00+00:00,Sulfur from claorton,15206,sulfur,,
2019-11-26 13:00:00+00:00,Coke oven,15232,coke,,
2019-11-26 13:00:00+00:00,Exhaust smelling,15219,,,
2019-11-26 13:00:00+00:00,Sulphur like,15221,sulfur,,
2019-11-26 13:00:00+00:00,rotten eggs ,15146,egg,,
2019-11-26 13:00:00+00:00,Sulfur smell indoors and out. Steel mill smell. VOC levels outdoors are spiking!,15217,sulfur,,
2019-11-26 13:00:00+00:00,Horrible industrial air day just in time for a thanksgiving you have to spend indoors,15232,industrial,,
2019-11-26 13:00:00+00:00,Chemical smells,15217,chemical,,
2019-11-26 13:00:00+00:00,smells like burning,15217,,,
2019-11-26 13:00:00+00:00,Sulphur foul,15217,sulfur,,
2019-11-26 13:00:00+00:00,Blacktop,15219,,,
2019-11-26 13:00:00+00:00,"Industrial, scary.",15218,industrial,,
2019-11-26 13:00:00+00:00,Sulfur. Gross. ,15206,sulfur,,
2019-11-26 14:00:00+00:00,Sulfur rotten-egg,15207,egg,sulfur,
2019-11-26 14:00:00+00:00,Smoke burning tar ,15025,smoke,tar,
2019-11-26 14:00:00+00:00,"Woodsmoke, industry ",15206,woodsmoke,,
2019-11-26 14:00:00+00:00,Industrial somewhat rotten eggie,15206,industrial,,
2019-11-26 14:00:00+00:00,Industrial. Smells like burning coal or tar. ,15219,tar,coal,industrial
2019-11-26 14:00:00+00:00,Industrial fumes ,15221,industrial,,
2019-11-26 14:00:00+00:00,Super thick odor of burning plastic/metal coming from the shredder at Metalico on Neville Island,15202,,,
2019-11-26 14:00:00+00:00,Sulfur; fireworks,15218,sulfur,,
2019-11-26 14:00:00+00:00,Industrial metal burning plastic ,15206,industrial,,
2019-11-26 14:00:00+00:00,"Industrial soot, tar & sulfur snell",15217,tar,sulfur,industrial
