DateTime,smell_description,zipcode,smell_1,smell_2,smell_3
2018-07-16 22:00:00+00:00,Industrial,15211,industrial,,
2018-07-16 22:00:00+00:00,Industrial?,15206,industrial,,
2018-07-17 02:00:00+00:00,"Influx of stench! Odor of dank, rotting wood, wet sand & chemical",15212,chemical,,
2018-07-17 11:00:00+00:00,"Burning metal, burning rubber",15202,,,
2018-07-17 11:00:00+00:00,"Industrial, car exhaust",15241,industrial,,
2018-07-17 13:00:00+00:00,Stench ,15212,,,
2018-07-17 14:00:00+00:00,Industrial from McConway & Torley,15201,industrial,,
2018-07-17 17:00:00+00:00,Auto exhaust,15207,,,
2018-07-17 18:00:00+00:00,Exhaust,15076,,,
2018-07-17 19:00:00+00:00,Rotting garbage,15120,,,
2018-07-18 00:00:00+00:00,"Industrial, burning",15201,industrial,,
2018-07-18 03:00:00+00:00,Skunk sesame oil ,15218,,,
2018-07-18 03:00:00+00:00,"Rotten, thick",15201,,,
2018-07-18 04:00:00+00:00,Don't know what the smell is but it's awful,15218,,,
2018-07-18 13:00:00+00:00,Diesel from tree trimming truck-not zoned for neighborhood,15212,diesel,,
2018-07-18 14:00:00+00:00,"Industrial, construction, metal",15201,industrial,,
2018-07-18 15:00:00+00:00,"Influx of stench app. 10:20. Windows closed in bedroom. Rotting wood, dank sand, sweet sickening odor plus other chemical!",15212,chemical,,
2018-07-18 18:00:00+00:00,Diesel (from idling Gateway Clipper),15212,diesel,,
2018-07-18 19:00:00+00:00,A commercial truck,15207,,,
2018-07-18 20:00:00+00:00,H2S,15219,,,
2018-07-18 22:00:00+00:00,Rotten eggs/strong sulfur,15217,egg,sulfur,
2018-07-18 23:00:00+00:00,"Dusty, metallic",15212,,,
2018-07-19 01:00:00+00:00,Burning wood,15235,,,
2018-07-19 02:00:00+00:00,"Wood smoke I think, maybe something else burning",15217,smoke,,
2018-07-19 03:00:00+00:00,"Woodsmoke from so-called ""recreational fires"".",15102,woodsmoke,,
2018-07-19 09:00:00+00:00,Coke works,15037,coke,,
2018-07-19 10:00:00+00:00,"Stench-rotting wood, dank sand, emissions, chemical",15212,chemical,,
2018-07-19 11:00:00+00:00,Looked like we could air out this morning given the wind direction. Pulled dredded skunk smell into house. We'll try again in a few hours.,15218,,,
2018-07-19 12:00:00+00:00,TOXIC PUTRID SULFUR STENCH FROM USS COKE PLANT,15102,coke,sulfur,
2018-07-19 12:00:00+00:00,"Rotten eggs, burnt sulfur from USS Clairton ",15102,egg,sulfur,
2018-07-19 13:00:00+00:00,The usual industrial cocktail,15206,industrial,,
2018-07-19 15:00:00+00:00,The air has remained acrid throughout the morning.  No wind to clear it out.,15218,acrid,,
2018-07-19 19:00:00+00:00,Acrid metallic smell in Frick Park. Interrupted my jog.,15217,acrid,,
2018-07-20 10:00:00+00:00,Noxious,15217,,,
2018-07-20 10:00:00+00:00,Rotten eggs or sulfur ,15218,egg,sulfur,
2018-07-20 12:00:00+00:00,Rotten eggs,15209,egg,,
2018-07-20 13:00:00+00:00,Industrial Acrid. No wind movement.,15218,acrid,industrial,
2018-07-20 13:00:00+00:00,"Sulfur, industrial",15212,industrial,sulfur,
2018-07-20 14:00:00+00:00,Diesel exhaust,15217,diesel,,
2018-07-20 16:00:00+00:00,Sulfurous industrial stench ,15206,industrial,,
2018-07-20 16:00:00+00:00,Industrial sulfur metal ,15221,sulfur,industrial,
2018-07-20 17:00:00+00:00,Sulphuric ,15104,,,
2018-07-21 00:00:00+00:00,Terrible strong visible !,15104,,,
2018-07-21 00:00:00+00:00,Visible hazy strong,15104,,,
2018-07-21 00:00:00+00:00,"Industrial, rotten eggs ",15221,egg,industrial,
2018-07-21 01:00:00+00:00,Industrial Acrid. Winds out of the SE.,15218,acrid,industrial,
2018-07-21 17:00:00+00:00,"Dank, wet sand, rotting wood & unknown chemical odor",15212,chemical,,
2018-07-21 17:00:00+00:00,"It reminds me of smoke I smelled from brick yards in India. Like, hazy chemical smoke?",15226,smoke,chemical,
2018-07-21 17:00:00+00:00,Industrial,15226,industrial,,
2018-07-21 17:00:00+00:00,Burning coal.,15146,coal,,
2018-07-21 22:00:00+00:00,Burning plastic,15227,,,
2018-07-22 01:00:00+00:00,"Strong woodsmoke, sulfur",15102,sulfur,woodsmoke,
2018-07-22 01:00:00+00:00,Industrial and Sulphur. Steel Mill,15122,sulfur,industrial,
2018-07-22 03:00:00+00:00,Skunk ,15218,,,
2018-07-22 12:00:00+00:00,Like gasoline,15217,,,
2018-07-22 13:00:00+00:00,"Chemical, industrial",15243,industrial,chemical,
2018-07-22 13:00:00+00:00,Rotten eggs,15216,egg,,
2018-07-22 13:00:00+00:00,Industrial chem,15025,industrial,,
2018-07-22 15:00:00+00:00,Acrid industrial smell on annotherwise beautiful day!,15217,acrid,industrial,
2018-07-22 15:00:00+00:00,Acrid industrial air seems to have crept back into the neighborhood. Was airing out and could really pick up on it as it was being pulled into the kitchen.,15218,acrid,industrial,
2018-07-22 16:00:00+00:00,Chemical in nature-deceptive as overall healthier than usual,15212,chemical,,
2018-07-22 16:00:00+00:00,Black brown heavy smoke ,15044,smoke,,
2018-07-22 17:00:00+00:00,Acrid sulfur from Edgar Thomson,15217,acrid,sulfur,
2018-07-22 18:00:00+00:00,"No releif from the acrid industrial air, now with Sulfur too.  What little wind there is, is out of the SSE.",15218,sulfur,acrid,industrial
2018-07-23 02:00:00+00:00,"Influx of stench-dank sand, rotting wood, emissions, unknown chemical or industry cr*p",15212,chemical,,
2018-07-23 02:00:00+00:00,Sulfur ,15146,sulfur,,
2018-07-23 02:00:00+00:00,Don't know -it's n*sty,15218,,,
2018-07-23 03:00:00+00:00,Hard to describe taste is bad and stops you from breathing all from Irvin works the fire in the sky burns 24/7,15122,,,
2018-07-23 03:00:00+00:00,Eggs sulphur and and something hidden particles in the air are uncountable my spot light cant cut through it ,15122,egg,sulfur,
2018-07-23 03:00:00+00:00,Smells like death ,15122,,,
2018-07-23 04:00:00+00:00,"Gas/exhaust fumes coming in my back door from street, I guess. ",15219,gas,,
2018-07-23 12:00:00+00:00,Industrial Sulfur rotten egg stink,15102,egg,sulfur,industrial
2018-07-23 12:00:00+00:00,Natural gas,15217,gas,,
2018-07-23 13:00:00+00:00,Diesel trucks,15146,diesel,,
2018-07-23 14:00:00+00:00,Auto exhaust ,15216,,,
2018-07-23 16:00:00+00:00,Trash/rotten eggs,15213,egg,trash,
2018-07-23 16:00:00+00:00,Diesel odor along trail,15110,diesel,,
2018-07-23 17:00:00+00:00,Rotten egg ,15213,egg,,
2018-07-23 20:00:00+00:00,"Industrial, strong asphalt smell",15221,industrial,,
2018-07-24 00:00:00+00:00,Skunky rubbery pollution. ,15208,,,
2018-07-24 00:00:00+00:00,"Emissions, unknown industrial/chemical, wet, rotting wood smell plus dank dirty sand",15212,industrial,chemical,
2018-07-24 00:00:00+00:00,Acrid sulfur. Winds SSE last hour.,15218,acrid,sulfur,
2018-07-24 01:00:00+00:00,Must be direct plumage from ET this evening. Too toxic to be outside.,15218,,,
2018-07-24 02:00:00+00:00,Burning odor,15217,,,
2018-07-24 03:00:00+00:00,"Industrial, sulfur. ",15122,sulfur,industrial,
2018-07-24 05:00:00+00:00,"Industrial, burning",15223,industrial,,
2018-07-24 12:00:00+00:00,Raw sewage ,15101,sewage,,
2018-07-24 13:00:00+00:00,"Sulfur, toilet cleaning producys",15101,sulfur,,
2018-07-24 14:00:00+00:00,Sulphur,15212,sulfur,,
2018-07-24 20:00:00+00:00,"Chemical,acrid ",15217,acrid,chemical,
2018-07-25 01:00:00+00:00,AGH Helicopter Fuel,15212,,,
2018-07-25 02:00:00+00:00,Burning fumes,15218,,,
2018-07-25 03:00:00+00:00,Sulphur industry acrid,15218,acrid,sulfur,
2018-07-25 04:00:00+00:00,Burning smell,15218,,,
2018-07-25 10:00:00+00:00,"Influx of stench, combo of emissions, dank sand, rotting wood & something industrial/chemical ",15212,industrial,chemical,
2018-07-25 11:00:00+00:00,Metallic/ industrial,15227,industrial,,
2018-07-25 20:00:00+00:00,Metallic acrid,15217,acrid,,
2018-07-25 22:00:00+00:00,Smoke ,15223,smoke,,
2018-07-26 02:00:00+00:00,Ceramic smell ,15221,,,
2018-07-26 10:00:00+00:00,"Thick, dirty air. Smog",15212,smog,,
2018-07-26 11:00:00+00:00,"Pretty Strong Industrial Sulfur Stench. PM, CO2 & VOCs have ramped up pretty sharply this morning. No wind here. Indoor PM levels over double normal. Co. Airport reports SW to SE winds.",15218,sulfur,industrial,
2018-07-26 11:00:00+00:00,Acrid. Foggy still air smells like sulfur ,15218,acrid,sulfur,
2018-07-26 11:00:00+00:00,Sulfur industrial smell likely from clairton or braddock,15218,industrial,sulfur,
2018-07-26 11:00:00+00:00,pollution smell from parkway,15120,,,
2018-07-26 11:00:00+00:00,"n*sty, industrial",15120,industrial,,
2018-07-26 11:00:00+00:00,Smog,15218,smog,,
2018-07-26 12:00:00+00:00,"Sulfur, burning coal, industrial",15206,industrial,coal,sulfur
2018-07-26 12:00:00+00:00,Industrial smell,15206,industrial,,
2018-07-26 12:00:00+00:00,Industrial Coke ,15215,coke,industrial,
2018-07-26 12:00:00+00:00,"Chemical, industrial",15217,industrial,chemical,
2018-07-26 12:00:00+00:00,Industrial petroleum tar like smell,15203,tar,industrial,
2018-07-26 13:00:00+00:00,Traffic ,15235,,,
2018-07-26 13:00:00+00:00,Sulfur,15139,sulfur,,
2018-07-26 13:00:00+00:00,"Industrial, abrasive ",15218,industrial,,
2018-07-26 13:00:00+00:00,"Rotten eggs, sulfer",15221,egg,,
2018-07-26 14:00:00+00:00,"Dirty socks, a sweaty foot, gym locker room ",15108,,,
2018-07-26 14:00:00+00:00,Construction ,15122,,,
2018-07-26 14:00:00+00:00,Industrial sulfur metal,15238,sulfur,industrial,
2018-07-26 14:00:00+00:00,Industrial sulfur,15201,sulfur,industrial,
2018-07-26 16:00:00+00:00,Strong odor of burning plastic and thick cream-colored smoke coming from the shredder at Metalico on Neville Island.,15202,smoke,,
2018-07-26 17:00:00+00:00,"Industrial, burning rubber, trash",15213,trash,industrial,
2018-07-26 18:00:00+00:00,"Industrial, old socks, grease",15211,industrial,,
2018-07-26 20:00:00+00:00,Like a manure smell. ,15217,,,
2018-07-26 20:00:00+00:00,Heavy burning plastic odor coming from the shredder at Metalico on Neville Island. The odor has been strong and consistent since 11am.,15202,burning,,
2018-07-26 21:00:00+00:00,Sulfur ,15215,sulfur,,
2018-07-27 03:00:00+00:00,Sulfuric-industrial,15146,industrial,,
2018-07-27 04:00:00+00:00,SULFUR!!!!,15221,sulfur,,
2018-07-27 04:00:00+00:00,Like a dump truck full of sulfur crashed into a pit of rotten eggs on my front yard,15221,egg,sulfur,
2018-07-27 10:00:00+00:00,No idea what the hell that smell is. It's n*sty!,15218,,,
2018-07-27 10:00:00+00:00,Skunk?. Pulled in through window air conditioner. Very strong odor outside.,15218,,,
2018-07-27 14:00:00+00:00,Acrid coal.,15218,acrid,coal,
2018-07-27 16:00:00+00:00,Acrid coal smell.,15120,acrid,coal,
2018-07-27 16:00:00+00:00,????? Toxic stench,15212,,,
2018-07-27 21:00:00+00:00,Industrial possibly railroad ,15145,industrial,,
2018-07-28 12:00:00+00:00,"Metallic, acrid, dusty",15212,acrid,,
2018-07-28 17:00:00+00:00,"McConway & Torley, industrial",15201,industrial,,
2018-07-28 18:00:00+00:00,Wood smoke doesnt seem like right wood ,15216,smoke,,
2018-07-28 18:00:00+00:00,Sulfur. Toilet. Sewerage. Dank. ,15145,sulfur,,
2018-07-28 22:00:00+00:00,Smells like burned rubber,15201,,,
2018-07-29 01:00:00+00:00,Mom valley cr*p,15232,,,
2018-07-29 01:00:00+00:00,Smoke,15139,smoke,,
2018-07-29 01:00:00+00:00,wood smoke,15035,smoke,,
2018-07-29 02:00:00+00:00,Sulur,15122,,,
2018-07-29 03:00:00+00:00,"Rotting wood, tar/wood burning odor, emissions, chemical undefined",15212,tar,chemical,
2018-07-29 03:00:00+00:00,Industrial sulfur,15146,sulfur,industrial,
2018-07-29 07:00:00+00:00,woodsmoke,15207,woodsmoke,,
2018-07-29 10:00:00+00:00,"Chemical, sweet sickening odor, ",15212,chemical,,
2018-07-29 10:00:00+00:00,"Industrial, pungent",15213,industrial,,
2018-07-29 10:00:00+00:00,Putrid sulfur smell,15120,sulfur,,
2018-07-29 11:00:00+00:00,Industriall,15227,,,
2018-07-29 11:00:00+00:00,Strong sulfur smell even apparent in house on first floor even though window air conditioners were covered over the night before.,15218,sulfur,,
2018-07-29 12:00:00+00:00,"Acrid sharp, like burning trash",15217,acrid,trash,
2018-07-29 12:00:00+00:00,Like very bad farts,15217,,,
2018-07-29 12:00:00+00:00,Gasoline?,15224,,,
2018-07-29 13:00:00+00:00,Rotten eggs fumes ,15213,egg,,
2018-07-29 13:00:00+00:00,Sharp sulfur,15203,sulfur,,
2018-07-29 13:00:00+00:00,Rotten eggs/Sulphuric smell,15212,egg,,
2018-07-29 13:00:00+00:00,Heavy industrial chemicals,15217,industrial,chemical,
2018-07-29 13:00:00+00:00,Gasoline,15203,,,
2018-07-29 13:00:00+00:00,"Industrial,  oil,  sulfur",15227,sulfur,industrial,
2018-07-29 13:00:00+00:00,Oily industrial,15213,industrial,,
2018-07-29 13:00:00+00:00,Sulphuric smoke per usual ,15218,smoke,,
2018-07-29 13:00:00+00:00,"Smells like exhaust of some kind, stinky",15207,,,
2018-07-29 14:00:00+00:00,"Smoky, sooty smell. ",15217,,,
2018-07-29 14:00:00+00:00,"Industrial, petroleum smell",15219,industrial,,
2018-07-29 14:00:00+00:00,"Burning, putrid odor - could not take my infant niece outside to play",15217,burning,,
2018-07-29 14:00:00+00:00,Sulfur and door ,15217,sulfur,,
2018-07-29 14:00:00+00:00,Chemical sulfur smell,15217,sulfur,chemical,
2018-07-29 14:00:00+00:00,Industrial or railroad ,15219,industrial,,
2018-07-29 15:00:00+00:00,"Industrial, rotten eggs, sulfer",15207,egg,industrial,
2018-07-29 15:00:00+00:00,Metalic smell,15201,,,
2018-07-29 15:00:00+00:00,"Industrial, burnt fireworks",15217,industrial,,
2018-07-29 16:00:00+00:00,Rotten effs,15221,,,
2018-07-29 17:00:00+00:00,Strong rotten eggs,15227,egg,,
2018-07-29 17:00:00+00:00,Rotten eggs / burning tires ,15227,egg,,
2018-07-29 18:00:00+00:00,Edgar Thomson Works,15104,,,
2018-07-29 19:00:00+00:00,Sulfur ozone,15102,sulfur,,
2018-07-29 21:00:00+00:00,"Dank, wet sand. Rotting wood. Chemical-unknown.",15212,chemical,,
2018-07-29 21:00:00+00:00,"Muggy, industrial",15205,industrial,,
2018-07-30 00:00:00+00:00,Smells like super glue,15122,,,
2018-07-30 01:00:00+00:00,Something is burning,15146,,,
2018-07-30 02:00:00+00:00,Her Fuel Odor,15212,,,
2018-07-30 03:00:00+00:00,Absolute farts in the neighborhood,15228,,,
2018-07-30 03:00:00+00:00,Sewage and n*sty rotten eggs,15122,egg,sewage,
2018-07-30 04:00:00+00:00,Sulfur sewer gas ,15216,sulfur,gas,
2018-07-30 07:00:00+00:00,Burnt rubber industrial,15207,industrial,,
2018-07-30 11:00:00+00:00,It smells like the aftermath of fireworks,15232,,,
2018-07-30 12:00:00+00:00,Sulfur i think,15219,sulfur,,
2018-07-30 14:00:00+00:00,Helicopter Fuel stench,15212,,,
2018-07-30 16:00:00+00:00,Acrid industrial air has moved in.,15218,acrid,industrial,
2018-07-30 17:00:00+00:00,"Thick, smog, oppressive air. Emissions, chemical, industrial etc.",15212,smog,industrial,chemical
2018-07-30 21:00:00+00:00,"Industrial, chemical, emissions, thick, dirty air",15212,industrial,chemical,
2018-07-30 21:00:00+00:00,"Exhaust, eggs ",15238,egg,,
2018-07-30 22:00:00+00:00,Egg and industrial,15218,egg,industrial,
2018-07-30 22:00:00+00:00,Industrial metal sulfur ,15238,sulfur,industrial,
2018-07-30 22:00:00+00:00,Chemical smell ,15202,chemical,,
2018-07-30 23:00:00+00:00,Dusty ,15233,,,
2018-07-31 00:00:00+00:00,Chemical smell in waves. ,15202,chemical,,
2018-07-31 11:00:00+00:00,strong industrial stench,15102,industrial,,
2018-07-31 11:00:00+00:00,Konda like rotten eggs,15218,egg,,
2018-07-31 12:00:00+00:00,Exhaust. Industrial ,15203,industrial,,
2018-07-31 14:00:00+00:00,Industrial coal,15025,coal,industrial,
2018-07-31 16:00:00+00:00,Tar,15203,tar,,
2018-07-31 17:00:00+00:00,Helicopter Fuel/Exhaust,15212,,,
2018-07-31 18:00:00+00:00,Helicopter exhaust #2 for today,15212,,,
2018-07-31 21:00:00+00:00,"Industrial, rotten eggs, burning rubber",15025,egg,industrial,
2018-07-31 21:00:00+00:00,Burning plastic or rubber,15206,,,
2018-07-31 22:00:00+00:00,Petrochemical-Industrial ,15216,industrial,,
2018-07-31 22:00:00+00:00,Jet fuel-helicopter taking off,15212,,,
2018-07-31 22:00:00+00:00,Firework-y,15226,,,
2018-07-31 23:00:00+00:00,4th time today-AGH helicopter fumes ,15212,,,
2018-08-01 04:00:00+00:00,Industrial acrid stench,15217,acrid,industrial,
2018-08-01 04:00:00+00:00,Industrial - like hot tar and ammonia chowder,15217,tar,industrial,
2018-08-01 04:00:00+00:00,"Sulfur type smell, fairly strong",15206,sulfur,,
2018-08-01 04:00:00+00:00,"Rotten industrial, I can smell it inside :(",15206,industrial,,
2018-08-01 04:00:00+00:00,Industrial; asphalt; sulphur,15206,sulfur,industrial,
2018-08-01 05:00:00+00:00,Burning tires,15217,,,
2018-08-01 10:00:00+00:00,Sulfur. No wind here but Co.Airport reports winds out of the south.,15218,sulfur,,
2018-08-01 10:00:00+00:00,"industrial, chemical",15221,industrial,chemical,
2018-08-01 12:00:00+00:00,Gross,15218,,,
2018-08-01 12:00:00+00:00,Smell of rotting trash has been lingering in the air.  I suspect a NS train hauling east coast garbage to Ohio must have passed through.,15218,trash,,
2018-08-01 12:00:00+00:00,"Rotten eggs, garbage, sewage",15221,egg,sewage,
2018-08-01 12:00:00+00:00,Sulfur like,15206,sulfur,,
2018-08-01 13:00:00+00:00,Coal smell all night.  Still smells,15235,coal,,
2018-08-01 13:00:00+00:00,Industrial sooty smell,15219,industrial,,
2018-08-01 13:00:00+00:00,Acrid Sulfur.,15218,acrid,sulfur,
2018-08-01 14:00:00+00:00,Rotten eggs/ coke oven gas. ,15122,coke,gas,
2018-08-01 14:00:00+00:00,Acrid Sulfurous Air Continues.  Winds Out of South all morning. PM & CO2 levels elevated but more over VOC levels have up and down (zig zagging) since the early AM hours.,15218,acrid,,
2018-08-01 15:00:00+00:00,Union railroad ,15145,,,
2018-08-01 16:00:00+00:00,Industrial burning rubber,15213,burning,industrial,
2018-08-01 16:00:00+00:00,Railroad Norfolk southern ,15148,,,
2018-08-01 19:00:00+00:00,Strong odor of burning plastic coming from Metalico Recycling on Neville Island,15202,,,
2018-08-02 11:00:00+00:00,smoke  like there was a fire,15106,smoke,,
2018-08-02 11:00:00+00:00,"Rotting wood, dank sand. Thick, smog, dirty air. Background of chemical & emissions odor",15212,smog,chemical,
2018-08-02 11:00:00+00:00,Rotten eggs pollution smell,15213,egg,,
2018-08-02 12:00:00+00:00,Trash,15217,trash,,
2018-08-02 13:00:00+00:00,Industrial ,15145,industrial,,
2018-08-02 13:00:00+00:00,Heavy odor of burning plastic and smoke coming from the shredder at Metalico on Neville Island,15202,smoke,,
2018-08-02 14:00:00+00:00,Sweet nail polish smell. Definitely chemicals. ,15217,chemical,,
2018-08-02 15:00:00+00:00,Same as earlier!,15212,,,
2018-08-02 16:00:00+00:00,Asphalt ,15203,,,
2018-08-02 16:00:00+00:00,Diesel truck emissions ,15219,diesel,,
2018-08-02 17:00:00+00:00,Industrial smoke,15232,smoke,industrial,
2018-08-02 19:00:00+00:00,"Industrial,  smells like braddock",15217,industrial,,
2018-08-02 19:00:00+00:00,Clairton Coke works ,15206,coke,,
2018-08-02 19:00:00+00:00,Sulfurous stench,15206,,,
2018-08-02 20:00:00+00:00,Acrid sulfur air today.,15218,acrid,sulfur,
2018-08-02 21:00:00+00:00,Sulfur industrial,15206,industrial,sulfur,
2018-08-02 22:00:00+00:00,Industrial. ,15206,industrial,,
2018-08-02 22:00:00+00:00,Industrial sulfur,15224,sulfur,industrial,
2018-08-02 22:00:00+00:00,"Woodsmoke, rotten eggs, industrial, acrid",15217,industrial,egg,woodsmoke
2018-08-03 01:00:00+00:00,Sewage and rotten egs,15221,sewage,,
2018-08-03 11:00:00+00:00,"Rotten trash, industrial stench",15213,trash,industrial,
2018-08-03 11:00:00+00:00,Smells industrial. Air seems thicker,15213,industrial,,
2018-08-03 12:00:00+00:00,Exhaust and industrial,15222,industrial,,
2018-08-03 13:00:00+00:00,Parkway pollution,15218,,,
2018-08-03 13:00:00+00:00,Wood smoke!,15212,smoke,,
2018-08-03 13:00:00+00:00,Definite wood burning activity. Unknown source,15212,burning,,
2018-08-03 13:00:00+00:00,Chemo cal sharp acrid,15235,acrid,,
2018-08-03 13:00:00+00:00,"Acrid Industrial Stench. Coal, Sulfur, etc. No air movement here but Co.Airport reports S-SSE when there is wind.",15218,acrid,coal,industrial
2018-08-03 14:00:00+00:00,"Stinky, gross, disgusting burning poisonous sulfur ",15221,sulfur,,
2018-08-03 14:00:00+00:00,PetroChemical acrid,15235,acrid,,
2018-08-03 15:00:00+00:00,Industrial or union railroad ,15145,industrial,,
2018-08-03 15:00:00+00:00,"Smoke, moldy, stop nky",15219,smoke,,
2018-08-03 20:00:00+00:00,Dsol from 54c idling in front of aviary,15212,,,
2018-08-04 00:00:00+00:00,Industral gas-like,15146,gas,,
2018-08-04 09:00:00+00:00,"Industrial, chemical, thick dirty air",15212,industrial,chemical,
2018-08-04 13:00:00+00:00,"Oily, industrial, with fog",15217,industrial,,
2018-08-04 13:00:00+00:00,"Coal, machine grease",15139,coal,,
2018-08-04 13:00:00+00:00,"Sewage, rotten eggs",15221,egg,sewage,
2018-08-04 13:00:00+00:00,parkway pollution,15213,,,
2018-08-04 13:00:00+00:00,Industrial ,15034,industrial,,
2018-08-04 15:00:00+00:00,Bad wood smoke ,15228,smoke,,
2018-08-04 15:00:00+00:00,"Musty, humid",15233,,,
2018-08-04 23:00:00+00:00,Industrial stench ,15207,industrial,,
2018-08-05 00:00:00+00:00,Funk in the air and water.  ,15129,,,
2018-08-05 01:00:00+00:00,Nicotine,15120,,,
2018-08-05 02:00:00+00:00,Fire pit,15243,,,
2018-08-05 14:00:00+00:00,Burning coal,15139,coal,,
2018-08-05 19:00:00+00:00,"Thick dirty air! Smog-stale, unhealthy ",15212,smog,,
2018-08-05 20:00:00+00:00,"Industrial, rotten eggs, gross!",15221,egg,industrial,
2018-08-05 21:00:00+00:00,"Pungent sulfur odor. VOCs spiking. Several hours of shifting winds, now SE. Will check BreatheCAM.",15218,sulfur,,
2018-08-05 22:00:00+00:00,"Metallic, slightly acrid",15217,acrid,,
2018-08-05 22:00:00+00:00,Stinky decay sulfur clammy,15221,sulfur,,
2018-08-05 22:00:00+00:00,Burn-y/industrial ,15226,industrial,,
2018-08-05 23:00:00+00:00,Industrial rotten. Egs,15217,industrial,,
2018-08-05 23:00:00+00:00,Smells like industrial exhaust,15208,industrial,,
2018-08-05 23:00:00+00:00,Industrial mill,15208,industrial,,
2018-08-05 23:00:00+00:00,Industrial. Foundry.,15206,industrial,,
2018-08-05 23:00:00+00:00,traffic,15218,,,
2018-08-06 00:00:00+00:00,Factory,15206,,,
2018-08-06 00:00:00+00:00,It stinks. Same as always.,15218,,,
2018-08-06 00:00:00+00:00,Contrary to my smell notices the wind must have shifted towards Braddock-Clairton ,15232,,,
2018-08-06 00:00:00+00:00,Sulphuric,15213,,,
2018-08-06 01:00:00+00:00,Harsh acrid smell,15218,acrid,,
2018-08-06 01:00:00+00:00,rotten egg,15206,egg,,
2018-08-06 01:00:00+00:00,Stinky industrial smell,15207,industrial,,
2018-08-06 01:00:00+00:00,Sulfur smell coming from USS Edgar Thomson ,15217,sulfur,,
2018-08-06 01:00:00+00:00,Industrial sooty horrible smell. Ruining a lovely evening.,15217,industrial,,
2018-08-06 02:00:00+00:00,Sulfur... can't  keep it out of the house.,15218,sulfur,,
2018-08-06 03:00:00+00:00,Coal burning,15139,burning,coal,
2018-08-06 04:00:00+00:00,Sulfur-like smell,15206,sulfur,,
2018-08-06 09:00:00+00:00,Sulpher. Rotten egg like,15235,egg,,
2018-08-06 09:00:00+00:00,"Industrial, mills",15208,industrial,,
2018-08-06 10:00:00+00:00,"Industrial; foul, city air",15221,industrial,,
2018-08-06 10:00:00+00:00,rotten eggs,15206,egg,,
2018-08-06 11:00:00+00:00,Smoke cancer sulphur white supremacy ,15218,smoke,sulfur,
2018-08-06 11:00:00+00:00,Petrochemical ,15108,,,
2018-08-06 11:00:00+00:00,Acrid Industrial Sulfur Odor continues from yesterday afternoon. Co. Airport reports wind from S-SSE. PM & VOC continue to be elevated.,15218,sulfur,acrid,industrial
2018-08-06 12:00:00+00:00,"Industrial, thick, foul",15218,industrial,,
2018-08-06 12:00:00+00:00,diesel,15203,diesel,,
2018-08-06 13:00:00+00:00,Train exhaust,15120,,,
2018-08-06 13:00:00+00:00,Sulphur ,15219,sulfur,,
2018-08-06 14:00:00+00:00,Rotten/ smells like someone threw up ,15215,,,
2018-08-06 14:00:00+00:00,Pollution. ,15206,,,
2018-08-06 16:00:00+00:00,Odor of burning plastic/smoke coming from the shredder at Metalico Recycling on Neville Island,15202,smoke,,
2018-08-06 17:00:00+00:00,"Contractor waste, plastic, garbage ",15044,,,
2018-08-06 18:00:00+00:00,Strong odor of burning plastic coming from the shredder at Metalico Recycling on Neville Island. The odor has slowly been getting stronger since this morning. ,15202,,,
2018-08-06 19:00:00+00:00,"Industrial, chemical (baked air full of chemical & noxious gases)",15212,industrial,chemical,
2018-08-06 22:00:00+00:00,Burning rubber smell coming from Allegheny Ludlum,15201,,,
2018-08-07 01:00:00+00:00,Woodsmoke ,15120,woodsmoke,,
2018-08-07 03:00:00+00:00,"Heavy, overwhelming acrid smell, without any freshness",15217,acrid,,
2018-08-07 04:00:00+00:00,"Sulfur stink, ozone and suffocating soot all day!",15102,sulfur,,
2018-08-07 15:00:00+00:00,"The dank, wet sand & rotting wood odor has returned to the interior of my home! My overhead fan is off & limited air flow to front bedroom",15212,,,
2018-08-07 21:00:00+00:00,"Industrial, McConway & Torley, sweet, burning metal",15201,industrial,,
2018-08-08 00:00:00+00:00,Train deisel exhaust,15120,,,
2018-08-08 02:00:00+00:00,Foul smell skunk like,15218,,,
2018-08-08 02:00:00+00:00,Sulfur and sewage ,15221,sewage,sulfur,
2018-08-08 04:00:00+00:00,Strong sulfur smell,15206,sulfur,,
2018-08-08 12:00:00+00:00,Industrial. ,15216,industrial,,
2018-08-08 13:00:00+00:00,"Heavy burning plastic odor, almost caustic, coming from Metalico Recycling on Neville Island",15202,,,
2018-08-08 14:00:00+00:00,Rotten vomit,15215,,,
2018-08-08 14:00:00+00:00,Burning plastic odor coming from Metalico Recycling on Neville Island. 2 mini-explosions between 10-10:20am,15202,,,
2018-08-08 15:00:00+00:00,"Stench penetrated my home. Smells like wet, dank, dirty sand with a wood rotting additional odor. Vehicle emissions & chemical odor ( unknown) detectable as well.",15212,chemical,,
2018-08-08 18:00:00+00:00,Jet Furl AGH Helicopter,15212,,,
2018-08-08 20:00:00+00:00,Bad,15218,,,
2018-08-08 21:00:00+00:00,Industrial metallic sweet smelling from mconway and torley ,15201,industrial,,
2018-08-08 22:00:00+00:00,Petrochemicals,15225,,,
2018-08-09 02:00:00+00:00,Weed ,15227,,,
2018-08-09 12:00:00+00:00,Something burnt,15222,,,
2018-08-09 12:00:00+00:00,Idling Diesel Truck-not zoned in neighborhood,15212,diesel,,
