DateTime,smell_1,smell_2,smell_3,3.feed_11067.CO_PPB..3.feed_43.CO_PPB,3.feed_11067.NO2_PPB..3.feed_43.NO2_PPB,3.feed_11067.NOX_PPB..3.feed_43.NOX_PPB,3.feed_11067.NO_PPB..3.feed_43.NO_PPB,3.feed_11067.PM25T_UG_M3..3.feed_43.PM25T_UG_M3,3.feed_11067.SIGTHETA_DEG..3.feed_43.SIGTHETA_DEG,3.feed_11067.SONICWD_DEG..3.feed_43.SONICWD_DEG,3.feed_11067.SONICWS_MPH..3.feed_43.SONICWS_MPH,3.feed_5975.PM2_5
2018-02-10 16:00:00+00:00,industrial,sulfur,,330.8,13.5,19.6,6.1,16.0,31.5,147.0,1.7,16.0
2018-02-14 23:00:00+00:00,egg,sulfur,,377.1,15.7,18.8,3.1,10.0,48.3,181.0,2.3,10.0
2018-02-16 02:00:00+00:00,egg,,,185.2,7.5,8.5,1.0,8.0,27.8,210.0,5.3,8.0
2018-02-19 12:00:00+00:00,sulfur,industrial,,534.8,7.8,8.3,0.4,5.0,22.4,175.0,4.0,5.0
2018-02-19 18:00:00+00:00,sulfur,,,601.6,14.3,17.9,3.5,13.0,24.6,161.0,2.4,13.0
2018-02-20 01:00:00+00:00,,,,1562.1,23.4,30.0,6.6,17.0,14.0,193.0,3.5,17.0
2018-02-20 13:00:00+00:00,egg,sulfur,chemical,150.1,7.6,8.3,0.6,8.0,13.7,201.0,7.8,8.0
2018-02-21 01:00:00+00:00,sulfur,industrial,,179.5,8.8,9.2,0.4,11.0,12.7,192.0,3.2,11.0
2018-02-21 07:00:00+00:00,chemical,,,-1.0,25.8,27.7,1.8,24.0,21.9,185.0,5.1,24.0
2018-02-24 21:00:00+00:00,woodsmoke,,,291.8,5.1,7.3,2.1,8.0,64.5,145.0,1.4,8.0
2018-02-27 10:00:00+00:00,sulfur,,,2863.3,31.9,48.2,16.3,39.0,9.7,111.0,1.2,39.0
2018-02-27 11:00:00+00:00,coke,sulfur,,828.0,26.7,38.3,11.5,37.0,11.4,119.0,1.2,37.0
2018-02-27 12:00:00+00:00,sulfur,,,3198.8,30.3,76.7,46.3,36.0,31.2,127.0,1.5,36.0
2018-02-27 13:00:00+00:00,industrial,,,2984.6,29.7,60.1,30.3,52.0,37.0,157.0,1.4,52.0
2018-02-27 14:00:00+00:00,industrial,burning,sulfur,1983.6,27.6,58.0,30.4,51.0,23.1,181.0,3.0,51.0
2018-02-27 16:00:00+00:00,egg,,,294.0,19.1,33.3,14.1,19.0,19.3,195.0,5.4,19.0
2018-02-28 11:00:00+00:00,coke,sulfur,,865.0,32.0,35.4,3.4,21.0,19.2,191.0,3.4,21.0
2018-02-28 13:00:00+00:00,sulfur,,,1006.2,27.1,31.9,4.8,25.0,12.7,195.0,5.2,25.0
2018-03-01 11:00:00+00:00,sulfur,,,251.6,14.7,16.4,1.7,4.0,61.9,105.0,0.9,4.0
2018-03-01 22:00:00+00:00,,,,192.7,4.9,5.2,0.3,5.0,25.2,152.0,3.4,5.0
2018-03-01 22:00:00+00:00,sulfur,,,192.7,4.9,5.2,0.3,5.0,25.2,152.0,3.4,5.0
2018-03-13 14:00:00+00:00,industrial,,,523.9,15.4,34.1,18.8,22.0,28.7,314.0,4.7,22.0
2018-03-14 00:00:00+00:00,,,,689.1,15.3,23.3,7.9,8.0,26.8,312.0,4.4,8.0
2018-03-27 21:00:00+00:00,egg,,,278.6,8.6,9.3,0.6,7.0,28.1,161.0,2.6,7.0
2018-03-28 17:00:00+00:00,coke,industrial,,595.8,20.0,32.1,12.1,12.0,18.4,197.0,3.7,12.0
2018-03-31 12:00:00+00:00,egg,sulfur,,1772.2,23.5,61.6,38.1,47.0,22.2,141.0,1.4,47.0
2018-03-31 12:00:00+00:00,sulfur,,,1772.2,23.5,61.6,38.1,47.0,22.2,141.0,1.4,47.0
2018-03-31 12:00:00+00:00,acrid,industrial,,1772.2,23.5,61.6,38.1,47.0,22.2,141.0,1.4,47.0
2018-03-31 13:00:00+00:00,sulfur,,,453.9,15.7,24.9,9.1,27.0,27.9,155.0,1.8,27.0
2018-03-31 15:00:00+00:00,industrial,smoke,sulfur,510.0,11.8,21.0,9.2,17.0,29.8,175.0,3.6,17.0
2018-03-31 15:00:00+00:00,chemical,,,510.0,11.8,21.0,9.2,17.0,29.8,175.0,3.6,17.0
2018-03-31 21:00:00+00:00,sulfur,,,157.8,2.3,2.8,0.4,0.0,18.7,211.0,11.4,0.0
2018-04-11 11:00:00+00:00,,,,1353.4,35.6,45.9,10.2,28.0,28.9,184.0,1.2,28.0
2018-04-11 13:00:00+00:00,sulfur,,,712.0,32.2,41.0,8.8,23.0,14.5,197.0,2.7,23.0
2018-04-12 01:00:00+00:00,smoke,,,198.3,6.9,7.0,0.0,7.0,15.5,212.0,5.3,7.0
2018-04-12 12:00:00+00:00,sulfur,,,392.4,19.1,20.5,1.4,7.0,27.5,144.0,1.9,7.0
2018-04-13 04:00:00+00:00,egg,sulfur,,299.8,9.4,10.2,0.7,7.0,24.5,234.0,4.9,7.0
2018-04-13 08:00:00+00:00,egg,,,381.3,-1.0,-1.0,-1.0,14.0,11.6,201.0,5.7,14.0
2018-04-13 20:00:00+00:00,sulfur,,,336.7,7.0,8.8,1.8,12.0,26.5,235.0,10.8,12.0
2018-04-14 13:00:00+00:00,chemical,,,787.3,26.3,31.5,5.2,26.0,16.6,191.0,5.1,26.0
2018-04-14 14:00:00+00:00,industrial,smoke,sulfur,600.2,18.0,21.7,3.6,27.0,16.0,200.0,6.2,27.0
2018-04-25 00:00:00+00:00,woodsmoke,,,196.5,5.7,5.9,0.2,4.0,51.4,145.0,0.8,4.0
2018-04-27 14:00:00+00:00,diesel,sulfur,,497.3,14.3,20.3,6.0,22.0,17.9,202.0,5.0,22.0
2018-04-28 12:00:00+00:00,industrial,,,794.9,25.7,38.0,12.3,19.0,48.9,210.0,2.0,19.0
2018-05-01 13:00:00+00:00,sulfur,,,1337.5,28.9,37.9,8.9,26.0,30.0,194.0,2.5,26.0
2018-05-04 11:00:00+00:00,industrial,,,629.4,14.2,16.4,2.2,12.0,22.8,201.0,3.5,12.0
2018-05-07 13:00:00+00:00,sulfur,,,1339.7,18.2,30.0,11.7,15.0,52.1,211.0,1.4,15.0
2018-05-09 22:00:00+00:00,egg,,,175.3,3.3,3.6,0.3,10.0,20.9,212.0,7.2,10.0
2018-05-11 03:00:00+00:00,burning,chemical,,699.0,14.7,18.1,3.3,12.0,63.1,325.0,1.0,12.0
2018-05-12 13:00:00+00:00,diesel,sulfur,,738.1,13.3,20.6,7.3,20.0,56.8,172.0,2.2,20.0
2018-05-15 13:00:00+00:00,diesel,,,360.7,9.8,13.2,3.4,18.0,25.3,208.0,4.9,18.0
2018-05-22 13:00:00+00:00,industrial,,,1299.9,19.4,24.7,5.3,23.0,21.6,198.0,2.8,23.0
2018-05-22 23:00:00+00:00,acrid,sulfur,,127.4,2.9,3.2,0.3,8.0,16.1,207.0,7.6,8.0
2018-05-24 09:00:00+00:00,sulfur,,,811.2,26.8,40.9,14.0,19.0,51.3,76.0,0.5,19.0
2018-05-25 12:00:00+00:00,,,,523.3,13.7,17.4,3.7,21.0,38.3,163.0,1.0,21.0
2018-05-25 13:00:00+00:00,sulfur,industrial,,646.3,16.3,21.8,5.4,21.0,25.3,195.0,2.3,21.0
2018-05-25 13:00:00+00:00,chemical,,,646.3,16.3,21.8,5.4,21.0,25.3,195.0,2.3,21.0
2018-05-25 16:00:00+00:00,egg,chemical,,322.5,8.2,11.3,3.1,13.0,40.5,212.0,4.4,13.0
2018-05-26 06:00:00+00:00,,,,1936.3,18.5,19.8,1.2,22.0,56.8,148.0,2.5,22.0
2018-05-28 12:00:00+00:00,industrial,,,901.7,9.3,13.6,4.2,22.0,41.2,197.0,1.8,22.0
2018-05-29 12:00:00+00:00,sulfur,,,1328.2,14.8,24.4,9.5,17.0,16.6,191.0,2.4,17.0
2018-05-29 23:00:00+00:00,diesel,sulfur,,196.4,5.6,6.2,0.6,18.0,17.2,206.0,6.0,18.0
2018-05-30 00:00:00+00:00,coke,chemical,,391.8,9.2,9.8,0.6,20.0,29.0,188.0,3.0,20.0
2018-05-31 15:00:00+00:00,industrial,,,-1.0,4.0,6.1,2.0,7.0,23.8,214.0,5.5,7.0
2018-06-01 23:00:00+00:00,smoke,,,953.6,13.0,18.9,5.8,20.0,56.9,327.0,1.8,20.0
2018-06-03 19:00:00+00:00,tar,,,355.9,5.0,5.9,0.9,16.0,37.8,199.0,4.1,16.0
2018-06-03 19:00:00+00:00,industrial,,,355.9,5.0,5.9,0.9,16.0,37.8,199.0,4.1,16.0
2018-06-07 17:00:00+00:00,acrid,sulfur,,741.6,11.4,18.7,7.3,15.0,47.3,211.0,3.5,15.0
2018-06-07 18:00:00+00:00,industrial,,,725.1,14.6,25.0,10.4,14.0,44.8,227.0,4.2,14.0
2018-06-08 03:00:00+00:00,egg,,,478.7,10.2,10.8,0.6,17.0,32.2,102.0,0.8,17.0
2018-06-16 03:00:00+00:00,egg,industrial,,1111.6,18.9,21.9,2.9,9.0,69.7,99.0,0.5,9.0
2018-06-16 04:00:00+00:00,sulfur,industrial,,2170.1,34.9,50.2,15.3,13.0,79.8,221.0,0.5,13.0
2018-06-16 11:00:00+00:00,,,,600.5,10.4,13.5,3.1,24.0,29.3,89.0,0.7,24.0
2018-06-16 14:00:00+00:00,industrial,,,1780.9,20.2,30.0,9.8,27.0,51.1,201.0,0.9,27.0
2018-06-17 00:00:00+00:00,burning,,,565.0,8.4,9.5,1.1,16.0,35.9,237.0,3.4,16.0
2018-06-28 00:00:00+00:00,sulfur,,,169.3,3.4,3.6,0.2,7.0,23.4,200.0,6.4,7.0
2018-06-29 12:00:00+00:00,diesel,sulfur,,2364.2,15.9,36.5,20.5,30.0,17.4,194.0,1.5,30.0
2018-06-29 12:00:00+00:00,sulfur,,,2364.2,15.9,36.5,20.5,30.0,17.4,194.0,1.5,30.0
2018-07-01 14:00:00+00:00,,,,302.4,10.1,12.8,2.7,23.0,32.2,204.0,2.3,23.0
2018-07-04 04:00:00+00:00,egg,,,163.4,3.1,3.3,0.2,11.0,52.5,131.0,0.7,11.0
2018-07-09 13:00:00+00:00,sulfur,,,1485.1,16.9,24.1,7.1,18.0,15.3,187.0,2.4,18.0
2018-07-09 14:00:00+00:00,egg,,,1459.2,18.1,24.5,6.4,20.0,27.2,189.0,2.1,20.0
2018-07-10 04:00:00+00:00,egg,,,733.6,16.2,19.3,3.0,16.0,51.4,108.0,0.8,16.0
2018-07-10 11:00:00+00:00,industrial,,,3132.7,29.0,70.5,41.4,39.0,36.6,233.0,1.1,39.0
2018-07-10 11:00:00+00:00,,,,3132.7,29.0,70.5,41.4,39.0,36.6,233.0,1.1,39.0
2018-07-10 13:00:00+00:00,diesel,sulfur,,1080.8,24.4,43.6,19.2,17.0,32.4,284.0,3.2,17.0
2018-07-10 14:00:00+00:00,industrial,,,783.9,20.4,37.8,17.3,18.0,40.1,306.0,2.8,18.0
2018-07-20 16:00:00+00:00,sulfur,industrial,,198.3,5.2,6.7,1.5,11.0,29.7,200.0,5.6,11.0
2018-07-21 00:00:00+00:00,egg,industrial,,196.1,3.9,4.5,0.6,13.0,39.6,180.0,2.0,13.0
2018-07-23 20:00:00+00:00,industrial,,,207.7,2.5,3.3,0.8,0.0,62.3,196.0,2.0,0.0
2018-07-26 02:00:00+00:00,,,,315.9,6.6,7.0,0.3,7.0,52.6,120.0,1.0,7.0
2018-07-26 13:00:00+00:00,egg,,,1489.2,14.8,33.6,18.8,32.0,18.7,206.0,3.4,32.0
2018-07-27 04:00:00+00:00,sulfur,,,165.3,4.4,4.5,0.1,14.0,17.4,201.0,4.8,14.0
2018-07-27 04:00:00+00:00,egg,sulfur,,165.3,4.4,4.5,0.1,14.0,17.4,201.0,4.8,14.0
2018-07-29 16:00:00+00:00,,,,307.6,4.2,5.8,1.6,5.0,64.1,215.0,2.2,5.0
2018-08-01 10:00:00+00:00,industrial,chemical,,631.7,15.2,16.7,1.4,13.0,44.4,176.0,1.6,13.0
2018-08-01 12:00:00+00:00,egg,sewage,,553.6,14.5,16.9,2.4,15.0,49.5,167.0,1.4,15.0
2018-08-03 01:00:00+00:00,sewage,,,214.8,3.8,4.2,0.3,5.0,49.5,147.0,0.8,5.0
2018-08-03 14:00:00+00:00,sulfur,,,496.8,14.1,28.5,14.3,16.0,22.9,197.0,2.0,16.0
2018-08-04 13:00:00+00:00,egg,sewage,,2322.1,12.4,22.3,9.8,21.0,20.4,201.0,3.4,21.0
2018-08-05 20:00:00+00:00,egg,industrial,,351.6,4.1,4.4,0.2,15.0,27.8,207.0,4.2,15.0
2018-08-05 22:00:00+00:00,sulfur,,,216.6,3.7,4.3,0.6,10.0,50.5,182.0,1.6,10.0
2018-08-06 10:00:00+00:00,industrial,,,2747.0,14.7,25.5,10.7,40.0,35.0,98.0,1.1,40.0
2018-08-08 02:00:00+00:00,sewage,sulfur,,403.5,9.1,9.5,0.4,25.0,33.9,152.0,1.0,25.0
2018-08-10 21:00:00+00:00,,,,259.2,6.3,7.1,0.8,9.0,38.2,188.0,2.5,9.0
2018-08-10 22:00:00+00:00,sulfur,,,1266.7,9.3,10.3,1.0,15.0,43.8,176.0,1.8,15.0
2018-08-10 23:00:00+00:00,egg,,,1021.0,21.7,29.8,8.1,10.0,46.9,250.0,1.8,10.0
2018-08-14 00:00:00+00:00,sulfur,,,504.8,9.3,13.5,4.1,4.0,57.6,152.0,1.2,4.0
2018-08-14 02:00:00+00:00,industrial,chemical,,407.6,11.4,12.6,1.2,14.0,67.8,128.0,0.6,14.0
2018-08-15 02:00:00+00:00,,,,498.4,15.0,19.9,4.8,23.0,59.2,134.0,0.8,23.0
2018-08-15 14:00:00+00:00,sulfur,,,916.2,12.8,20.3,7.4,20.0,21.1,209.0,3.1,20.0
2018-08-15 22:00:00+00:00,sulfur,industrial,,530.9,7.2,9.2,2.0,24.0,36.6,235.0,4.0,24.0
2018-08-16 04:00:00+00:00,sulfur,industrial,,1273.6,13.4,14.2,0.8,27.0,38.6,177.0,1.4,27.0
2018-08-16 09:00:00+00:00,sulfur,industrial,,1181.9,12.6,13.9,1.2,32.0,47.4,117.0,0.9,32.0
2018-08-16 11:00:00+00:00,,,,1652.6,16.0,20.8,4.7,33.0,38.4,134.0,1.2,33.0
2018-08-16 13:00:00+00:00,,,,1530.0,17.3,29.7,12.4,33.0,18.2,199.0,3.5,33.0
2018-08-16 13:00:00+00:00,sulfur,industrial,,1530.0,17.3,29.7,12.4,33.0,18.2,199.0,3.5,33.0
2018-08-16 22:00:00+00:00,sulfur,,,241.5,5.4,6.6,1.2,10.0,49.1,157.0,1.5,10.0
2018-08-17 05:00:00+00:00,egg,,,258.9,5.2,6.1,0.9,18.0,43.7,168.0,1.7,18.0
2018-08-24 04:00:00+00:00,egg,coal,industrial,1389.3,25.4,42.2,16.8,19.0,63.2,102.0,0.6,19.0
2018-08-24 04:00:00+00:00,egg,,,1389.3,25.4,42.2,16.8,19.0,63.2,102.0,0.6,19.0
2018-08-24 14:00:00+00:00,sulfur,,,337.6,8.9,12.2,3.3,12.0,21.7,206.0,2.7,12.0
2018-08-29 05:00:00+00:00,egg,,,1005.8,18.8,20.4,1.5,24.0,18.2,189.0,2.9,24.0
2018-09-01 23:00:00+00:00,,,,148.4,3.0,3.2,0.2,7.0,18.2,204.0,7.5,7.0
2018-09-11 03:00:00+00:00,tar,,,527.3,8.0,11.1,3.0,7.0,37.9,238.0,2.3,7.0
2018-09-11 22:00:00+00:00,egg,sulfur,,924.4,11.4,23.2,11.7,6.0,42.9,29.0,2.2,6.0
2018-09-19 04:00:00+00:00,,,,2713.8,20.7,35.0,14.3,33.0,72.2,241.0,0.6,33.0
2018-09-19 10:00:00+00:00,sulfur,,,2041.0,13.0,64.7,51.6,24.0,47.4,29.0,1.2,24.0
2018-09-21 13:00:00+00:00,sulfur,,,402.8,10.4,12.4,2.0,20.0,15.3,203.0,8.4,20.0
2018-09-26 12:00:00+00:00,sulfur,,,169.9,8.1,8.8,0.7,7.0,17.1,204.0,5.8,7.0
2018-09-30 16:00:00+00:00,chemical,,,487.2,4.5,6.8,2.2,7.0,50.0,224.0,2.7,7.0
2018-10-01 14:00:00+00:00,sulfur,industrial,,561.8,12.4,25.2,12.8,20.0,27.4,202.0,2.5,20.0
2018-10-02 03:00:00+00:00,egg,sewage,,-1.0,-1.0,-1.0,-1.0,26.0,19.7,189.0,2.7,26.0
2018-10-02 04:00:00+00:00,egg,,,-1.0,-1.0,-1.0,-1.0,24.0,36.1,147.0,1.2,24.0
2018-10-08 01:00:00+00:00,,,,369.0,7.3,8.0,0.7,20.0,26.8,99.0,0.7,20.0
2018-10-14 16:00:00+00:00,industrial,chemical,,760.0,6.9,11.5,4.6,7.0,34.5,221.0,2.7,7.0
2018-10-15 12:00:00+00:00,,,,145.3,4.4,4.5,0.1,8.0,17.5,209.0,5.9,8.0
2018-10-17 00:00:00+00:00,chemical,,,157.4,8.0,8.1,0.1,3.0,16.2,212.0,5.0,3.0
2018-10-19 12:00:00+00:00,sulfur,,,2515.5,17.2,59.4,42.2,29.0,51.6,151.0,1.3,29.0
2018-10-19 13:00:00+00:00,acrid,industrial,,2139.6,18.4,57.3,38.9,30.0,48.5,184.0,2.0,30.0
2018-10-20 14:00:00+00:00,diesel,industrial,,367.5,6.4,8.7,2.2,9.0,30.6,244.0,4.5,9.0
2018-10-31 10:00:00+00:00,,,,1021.3,16.4,16.7,0.2,16.0,19.9,195.0,5.8,16.0
2018-11-01 22:00:00+00:00,industrial,,,960.2,12.2,20.9,8.7,11.0,58.7,152.0,2.1,11.0
2018-11-01 23:00:00+00:00,,,,1113.4,21.7,24.5,2.7,13.0,36.8,154.0,2.1,13.0
2018-11-07 03:00:00+00:00,,,,517.4,9.8,15.7,5.9,10.0,39.8,284.0,4.1,10.0
2018-11-11 19:00:00+00:00,woodsmoke,,,634.8,5.1,8.3,3.2,9.0,38.6,192.0,3.8,9.0
2018-12-03 00:00:00+00:00,,,,1532.9,20.9,21.4,0.4,10.0,22.3,182.0,3.3,10.0
2018-12-13 13:00:00+00:00,,,,2131.2,33.3,38.5,5.2,27.0,18.9,184.0,2.1,27.0
2018-12-13 13:00:00+00:00,,,,2131.2,33.3,38.5,5.2,27.0,18.9,184.0,2.1,27.0
2018-12-13 13:00:00+00:00,,,,2131.2,33.3,38.5,5.2,27.0,18.9,184.0,2.1,27.0
2018-12-13 14:00:00+00:00,,,,1395.5,29.1,37.6,8.4,25.0,20.6,186.0,2.3,25.0
2018-12-13 15:00:00+00:00,,,,1445.5,30.3,48.7,18.4,22.0,14.5,191.0,2.9,22.0
2018-12-14 15:00:00+00:00,chemical,,,272.5,15.6,20.1,4.4,17.0,14.6,123.0,1.5,17.0
2018-12-14 16:00:00+00:00,industrial,,,264.1,14.6,18.8,4.2,12.0,21.7,145.0,1.5,12.0
2018-12-14 18:00:00+00:00,industrial,sulfur,,2459.3,28.0,47.2,19.2,26.0,36.1,214.0,2.5,26.0
2018-12-19 05:00:00+00:00,egg,,,5144.4,30.2,76.9,46.7,40.0,41.3,110.0,0.6,40.0
2018-12-19 08:00:00+00:00,egg,,,491.4,-1.0,-1.0,-1.0,35.0,9.0,100.0,2.1,35.0
2018-12-19 11:00:00+00:00,,,,311.2,24.1,33.2,9.0,17.0,27.7,107.0,1.2,17.0
2018-12-19 11:00:00+00:00,,,,311.2,24.1,33.2,9.0,17.0,27.7,107.0,1.2,17.0
2018-12-19 16:00:00+00:00,egg,industrial,,2984.1,28.7,94.6,65.8,26.0,15.7,204.0,2.7,26.0
2018-12-24 00:00:00+00:00,sulfur,,,179.7,10.5,11.0,0.4,9.0,13.3,221.0,3.3,9.0
2018-12-26 13:00:00+00:00,sulfur,,,477.6,23.6,29.8,6.1,16.0,15.4,209.0,2.3,16.0
2018-12-28 15:00:00+00:00,,,,1129.0,23.6,28.3,4.8,11.0,21.5,191.0,3.3,11.0
2018-12-31 22:00:00+00:00,woodsmoke,,,197.1,8.4,9.1,0.7,7.0,26.7,128.0,1.7,7.0
2019-01-01 01:00:00+00:00,sulfur,acrid,industrial,1146.0,22.8,27.4,4.5,22.0,23.5,189.0,5.8,22.0
2019-01-01 01:00:00+00:00,,,,1146.0,22.8,27.4,4.5,22.0,23.5,189.0,5.8,22.0
2019-01-01 02:00:00+00:00,egg,,,987.3,16.8,17.6,0.8,32.0,20.2,192.0,6.8,32.0
2019-01-01 03:00:00+00:00,sulfur,,,156.1,8.6,8.9,0.2,21.0,16.5,208.0,9.8,21.0
2019-01-03 01:00:00+00:00,sulfur,,,190.0,13.1,13.5,0.4,8.0,15.7,212.0,5.4,8.0
2019-01-04 17:00:00+00:00,egg,,,1066.1,13.3,25.7,12.4,35.0,44.7,170.0,1.3,35.0
2019-01-04 19:00:00+00:00,,,,754.4,15.5,38.0,22.4,35.0,66.6,97.0,1.3,35.0
2019-01-04 20:00:00+00:00,,,,653.8,18.2,49.4,31.1,20.0,58.0,75.0,1.5,20.0
2019-01-06 03:00:00+00:00,woodsmoke,,,305.9,11.8,13.1,1.2,17.0,25.7,236.0,6.0,17.0
2019-01-08 01:00:00+00:00,egg,,,184.5,5.8,6.0,0.2,5.0,31.3,148.0,3.4,5.0
2019-01-08 03:00:00+00:00,,,,172.8,5.1,5.2,0.1,7.0,30.4,148.0,2.9,7.0
2019-01-08 12:00:00+00:00,sulfur,,,169.8,11.0,11.2,0.2,8.0,13.9,203.0,7.8,8.0
2019-01-22 09:00:00+00:00,industrial,sulfur,,656.6,-1.0,-1.0,-1.0,16.0,44.4,205.0,1.8,16.0
2019-01-23 16:00:00+00:00,,,,558.3,15.3,16.7,1.4,18.0,32.5,161.0,3.9,18.0
2019-01-23 18:00:00+00:00,,,,1862.3,18.7,21.6,2.8,12.0,29.5,175.0,3.4,12.0
2019-01-23 19:00:00+00:00,industrial,,,1512.2,26.0,63.0,37.0,30.0,52.5,223.0,2.2,30.0
2019-01-23 19:00:00+00:00,,,,1512.2,26.0,63.0,37.0,30.0,52.5,223.0,2.2,30.0
2019-01-24 00:00:00+00:00,chemical,,,588.0,21.0,31.7,10.6,5.0,58.2,96.0,1.7,5.0
2019-01-24 03:00:00+00:00,sulfur,,,2372.3,29.1,53.0,23.8,17.0,16.1,174.0,2.3,17.0
2019-01-24 04:00:00+00:00,diesel,,,1655.1,30.1,49.0,18.8,40.0,22.6,150.0,2.1,40.0
2019-01-27 00:00:00+00:00,sulfur,,,174.3,8.4,8.7,0.2,8.0,15.5,207.0,6.2,8.0
2019-01-29 03:00:00+00:00,egg,industrial,,183.5,6.2,6.4,0.2,5.0,26.7,151.0,2.5,5.0
2019-01-30 09:00:00+00:00,acrid,sulfur,,159.6,12.9,13.2,0.4,1.0,15.4,204.0,7.1,1.0
2019-01-30 09:00:00+00:00,,,,159.6,12.9,13.2,0.4,1.0,15.4,204.0,7.1,1.0
2019-02-02 07:00:00+00:00,sulfur,,,-1.0,30.6,79.7,49.0,89.0,19.6,129.0,1.2,89.0
2019-02-02 14:00:00+00:00,industrial,chemical,,2008.7,26.6,59.3,32.6,47.0,20.1,188.0,4.1,47.0
2019-02-03 12:00:00+00:00,,,,386.0,29.7,32.5,2.8,34.0,27.5,164.0,2.2,34.0
2019-02-03 15:00:00+00:00,diesel,sulfur,,1640.8,20.8,33.3,12.5,38.0,19.2,188.0,2.8,38.0
2019-02-03 16:00:00+00:00,,,,1284.3,21.8,35.0,13.1,28.0,19.6,189.0,2.8,28.0
2019-02-03 21:00:00+00:00,gas,,,196.9,4.9,6.3,1.3,10.0,21.3,221.0,6.8,10.0
2019-02-04 11:00:00+00:00,coke,sulfur,,333.1,25.4,31.2,5.7,39.0,16.1,129.0,1.5,39.0
2019-02-04 16:00:00+00:00,industrial,,,584.7,16.7,27.3,10.5,20.0,20.5,194.0,5.5,20.0
2019-02-04 23:00:00+00:00,,,,859.3,15.1,15.5,0.3,12.0,18.2,194.0,3.8,12.0
2019-02-05 00:00:00+00:00,,,,1454.7,17.7,18.1,0.3,20.0,25.0,177.0,2.6,20.0
2019-02-05 00:00:00+00:00,industrial,,,1454.7,17.7,18.1,0.3,20.0,25.0,177.0,2.6,20.0
2019-02-05 23:00:00+00:00,acrid,,,748.8,14.2,26.1,11.8,14.0,36.9,4.0,2.5,14.0
2019-02-07 11:00:00+00:00,egg,sulfur,,870.7,14.5,15.2,0.6,16.0,25.9,163.0,1.3,16.0
2019-02-07 22:00:00+00:00,smoke,industrial,,1489.1,13.8,15.1,1.3,18.0,33.7,183.0,4.2,18.0
2019-02-08 03:00:00+00:00,,,,403.8,9.2,9.4,0.1,2.0,19.2,187.0,5.6,2.0
2019-02-08 05:00:00+00:00,sulfur,,,365.1,6.2,6.3,0.0,5.0,23.8,170.0,5.0,5.0
2019-02-10 21:00:00+00:00,sulfur,,,453.4,8.9,12.9,3.9,7.0,54.0,191.0,1.6,7.0
2019-02-10 23:00:00+00:00,sulfur,industrial,,330.2,15.8,16.5,0.6,9.0,21.0,189.0,1.9,9.0
2019-02-11 00:00:00+00:00,industrial,,,259.8,21.4,22.3,0.8,19.0,28.7,152.0,1.1,19.0
2019-02-11 15:00:00+00:00,,,,524.1,21.0,36.4,15.3,15.0,26.0,188.0,1.7,15.0
2019-02-12 03:00:00+00:00,,,,288.7,12.3,15.5,3.2,16.0,44.1,97.0,1.0,16.0
2019-02-12 23:00:00+00:00,sulfur,,,198.1,7.0,7.2,0.3,0.0,27.8,140.0,2.4,0.0
2019-02-13 00:00:00+00:00,egg,,,192.7,6.8,7.1,0.3,0.0,29.1,148.0,3.2,0.0
2019-02-14 15:00:00+00:00,smoke,sulfur,,353.0,18.3,25.6,7.3,11.0,16.9,196.0,5.0,11.0
2019-02-14 17:00:00+00:00,industrial,,,561.4,14.4,19.8,5.4,16.0,22.1,184.0,5.1,16.0
2019-02-14 18:00:00+00:00,,,,215.8,8.6,10.8,2.1,15.0,25.9,173.0,5.1,15.0
2019-02-14 22:00:00+00:00,sewage,,,145.1,6.2,6.6,0.3,1.0,28.0,155.0,2.8,1.0
2019-02-15 04:00:00+00:00,egg,industrial,,197.7,7.7,7.8,0.1,4.0,29.7,162.0,3.6,4.0
2019-02-15 05:00:00+00:00,acrid,sulfur,,1690.2,21.4,22.2,0.7,12.0,18.4,204.0,7.0,12.0
2019-02-15 05:00:00+00:00,sulfur,,,1690.2,21.4,22.2,0.7,12.0,18.4,204.0,7.0,12.0
2019-02-24 14:00:00+00:00,sulfur,,,703.3,9.3,10.6,1.3,11.0,17.0,209.0,8.2,11.0
2019-02-27 17:00:00+00:00,industrial,,,273.0,8.7,13.3,4.6,18.0,32.1,184.0,4.7,18.0
2019-03-01 04:00:00+00:00,woodsmoke,,,640.7,12.3,21.2,8.9,10.0,36.4,57.0,2.7,10.0
2019-03-08 16:00:00+00:00,egg,,,-1.0,12.9,19.0,6.0,16.0,-1.0,-1.0,-1.0,16.0
2019-03-09 03:00:00+00:00,,,,822.0,24.3,29.7,5.3,23.0,51.0,91.0,0.9,23.0
2019-03-13 16:00:00+00:00,,,,451.6,13.4,19.7,6.3,13.0,24.4,208.0,3.5,13.0
2019-03-13 17:00:00+00:00,industrial,,,1233.5,19.8,27.9,8.1,20.0,21.0,209.0,4.9,20.0
2019-03-14 11:00:00+00:00,sulfur,,,641.2,22.3,39.6,17.2,10.0,36.6,101.0,1.3,10.0
2019-03-14 11:00:00+00:00,industrial,,,641.2,22.3,39.6,17.2,10.0,36.6,101.0,1.3,10.0
2019-03-14 13:00:00+00:00,industrial,,,475.7,24.7,50.5,25.6,15.0,16.4,108.0,2.1,15.0
